Feature Name,Score,Code Description
o62401,-0.1782114955,"DIAG: {'Hypertonic, incoordinate, and prolonged uterine contractions, delivered, with or without mention of '}"
r92,-0.178085298,DIAG: {'Abnormal findings on diagnostic imaging of breast'}
g9601,-0.1778068149,DIAG: {'Cerebrospinal fluid otorrhea (leak)'}
m6586,-0.177790421,"DIAG: {'Other synovitis and tenosynovitis, lower leg'}"
m7929,-0.177782231,"DIAG: {'Neuralgia and neuritis, unspecified, unspecified site'}"
5md54kj,-0.177662733,"INT: {'Vacuum traction, with episiotomy outlet vacuum traction'}"
1aa52szts,-0.176969055,"INT: {'Drainage, meninges and dura mater of brain open craniotomy [craniectomy] flap approach by leaving dr', 'Drainage, meninges and dura mater of brain open craniotomy/craniectomy flap approach leaving drainag'}"
f454,-0.1765683746,DIAG: {'Persistent somatoform pain disorder'}
1ep58la,-0.1763561456,"INT: {'Procurement, muscles of head and neck of autograft using open approach'}"
b9781,-0.1761096878,DIAG: {'Human metapneumovirus as the cause of diseases classified to other chapters'}
l729,-0.1759295238,"DIAG: {'Follicular cyst of skin and subcutaneous tissue, unspecified'}"
s0131,-0.175873254,"DIAG: {'Open wound of ear, complicated'}"
n924,-0.175838766,DIAG: {'Excessive bleeding in the premenopausal period'}
1ub74lanw,-0.1753810534,"INT: {'Fixation, wrist joint open approach fixation device alone using plate, screw'}"
d448,-0.1750017363,DIAG: {'Neoplasm of uncertain or unknown behaviour of pluriglandular involvement'}
t241,-0.1748547052,"DIAG: {'Burn of first degree of hip and lower limb, except ankle and foot'}"
m2425,-0.1748015603,"DIAG: {'Disorder of ligament, pelvic region and thigh'}"
w5107,-0.1745132541,DIAG: {'Striking against or bumped into by another person in other sports/recreation'}
i672,-0.1744207964,DIAG: {'Cerebral atherosclerosis'}
t8404,-0.1742173709,DIAG: {'Mechanical complication of knee prosthesis'}
n851,-0.1740378051,DIAG: {'Endometrial adenomatous hyperplasia'}
1rm87bagx,-0.1739318577,"INT: {'Excision partial, uterus and surrounding structures endoscopic per orifice approach [hysteroscopic] '}"
y2408,-0.1736812635,"DIAG: {'Other specified firearm discharge, undetermined intent'}"
d3708,-0.1736288,DIAG: {'Neoplasm of uncertain or unknown behaviour of other specified sites of the oral cavity'}
w2200,-0.1735909677,DIAG: {'Striking against or struck by other objects while skiing/snowboarding'}
1gm56batj,-0.1734685962,"INT: {'Removal of foreign body, bronchus NEC using endoscopic per orifice approach and suction device'}"
q120,-0.1733766414,DIAG: {'Congenital cataract'}
c031,-0.1733590317,DIAG: {'Malignant neoplasm of lower gum'}
m8440,-0.1731726152,"DIAG: {'Pathological fracture, not elsewhere classified, multiple sites'}"
g902,-0.1729448921,"DIAG: {""Horner's syndrome""}"
1yu80laxxa,-0.172714985,"INT: {'Repair, skin of hand using full-thickness autograft'}"
1gj55cang,-0.1726825234,"INT: {'Invalid Code', 'Removal of device, trachea per orifice (or via stoma) approach of (cuffed) endotracheal tube'}"
d020,-0.1718066491,DIAG: {'Carcinoma in situ of larynx'}
e1342,-0.1715888868,DIAG: {'Other specified diabetes mellitus with autonomic neuropathy'}
e881,-0.1714540552,"DIAG: {'Lipodystrophy, not elsewhere classified'}"
m8508,-0.1707362907,"DIAG: {'Fibrous dysplasia (monostotic), other site'}"
y515,-0.1707054676,"DIAG: {'Predominantly beta-adrenoreceptor agonists, not elsewhere classified, causing adverse effect in ther'}"
g831,-0.1703087124,DIAG: {'Monoplegia of lower limb'}
m6591,-0.1700143788,"DIAG: {'Synovitis and tenosynovitis, unspecified, shoulder region'}"
5ca93gb,-0.1687894455,INT: {'Surgical removal of extrauterine pregnancy endoscopic approach total salpingectomy'}
t201,0.1684570546,DIAG: {'Burn of first degree of head and neck'}
1sc74llnw,-0.1681622063,"INT: {'Fixation, spinal vertebrae open anterior (anterolateral) approach using screw, screw with plate or r', 'Fixation, spinal vertebrae open anterior approach [Includes: anterolateral or transoral approach] us'}"
g82510,-0.1680589537,"DIAG: {'Quadriplegia, unspecified type, complete, at cervical spine level C1 to C4'}"
g003,-0.1676962129,DIAG: {'Staphylococcal meningitis'}
m1002,-0.1676310519,"DIAG: {'Idiopathic gout, upper arm'}"
d839,-0.1673790811,"DIAG: {'Common variable immunodeficiency, unspecified'}"
r799,-0.1672793945,"DIAG: {'Abnormal finding of blood chemistry, unspecified'}"
l208,-0.1669822632,DIAG: {'Other atopic dermatitis'}
z807,-0.1669787921,"DIAG: {'Family history of other malignant neoplasms of lymphoid, haematopoietic and related tissues'}"
s92101,-0.1668557436,"DIAG: {'Fracture of talus, open'}"
3kg30dd,-0.1667416142,"INT: {'Ultrasound, arteries of leg NEC with color flow and Doppler'}"
n909,-0.1662496049,"DIAG: {'Noninflammatory disorder of vulva and perineum, unspecified'}"
s36110,-0.1661702853,"DIAG: {'Subcapsular liver haematoma involving 10% to 50% of surface, or capsular laceration of 1 to 3 cm par'}"
w0201,-0.1654604783,DIAG: {'Fall involving skis'}
m189,-0.1652597644,"DIAG: {'Arthrosis of first carpometacarpal joint, unspecified'}"
a521,-0.1651031592,DIAG: {'Symptomatic neurosyphilis'}
z090,-0.1650994918,DIAG: {'Follow-up examination after surgery for other conditions'}
v98,-0.1649336686,DIAG: {'Other specified transport accident'}
s707,-0.164893477,DIAG: {'Multiple superficial injuries of hip and thigh'}
1vq74lalqa,-0.1644831099,"INT: {'Fixation, tibia and fibula open approach no tissue used using intramedullary nail', 'Fixation, tibia and fibula open approach with bone autograft using intramedullary nail'}"
n483,-0.1643404728,DIAG: {'Priapism'}
m368,-0.1642893187,DIAG: {'Systemic disorders of connective tissue in other diseases classified elsewhere'}
t271,-0.1642479488,DIAG: {'Burn involving larynx and trachea with lung'}
m2457,-0.1642467482,"DIAG: {'Contracture of joint, ankle and foot'}"
m950,-0.1641904785,DIAG: {'Acquired deformity of nose'}
u99040,-0.1640932598,DIAG: {'Skiing'}
t854,-0.1638291079,DIAG: {'Mechanical complication of breast prosthesis and implant'}
c411,-0.1636936835,DIAG: {'Malignant neoplasm of mandible'}
n641,-0.1635690597,DIAG: {'Fat necrosis of breast'}
g467,-0.1635100798,DIAG: {'Other lacunar syndromes'}
q676,-0.1635085036,DIAG: {'Pectus excavatum'}
d137,-0.163417671,DIAG: {'Benign neoplasm of endocrine pancreas'}
acute_days,-0.163341315,N/A
c750,-0.1631999911,DIAG: {'Malignant neoplasm of parathyroid gland'}
h499,-0.1630718798,"DIAG: {'Paralytic strabismus, unspecified'}"
s27840,-0.1629178716,DIAG: {'Laceration of other specified intrathoracic organs without open wound into thoracic cavity'}
t951,-0.1627496378,"DIAG: {'Sequelae of burn, corrosion and frostbite of trunk'}"
o010,-0.1627479515,DIAG: {'Classical hydatidiform mole'}
1hn80gpfl,-0.1625550259,"INT: {'Repair, interatrial septum using percutaneous transluminal approach with double umbrella device [e.g'}"
h215,-0.1625018037,DIAG: {'Other adhesions and disruptions of iris and ciliary body'}
t86811,-0.1623841395,DIAG: {'Failure of pancreas (and duodenum) transplant'}
1th80la,-0.1621227199,"INT: {'Repair, tendons of the arm [around shoulder] open approach using tenodesis technique [e.g. tendon lo', 'Repair, tendons of the arm [around shoulder] using apposition technique [e.g. tendon sutured to tend', 'Repair, tendons of the arm [around shoulder] open approach using apposition technique [e.g. tendon s'}"
b09,-0.1619503925,DIAG: {'Unspecified viral infection characterized by skin and mucous membrane lesions'}
o14001,-0.1618162415,"DIAG: {'Mild to moderate pre-eclampsia, delivered, with or without mention of antepartum condition'}"
q784,-0.1615734309,DIAG: {'Enchondromatosis'}
1af87qsgx,-0.1613981137,"INT: {'Excision partial, pituitary region open transnasal [e.g. transsphenoidal, transethmoidal] approach w'}"
1gw87la,-0.161284852,"INT: {'Excision partial, mediastinum using open approach'}"
c323,-0.1609601499,DIAG: {'Malignant neoplasm laryngeal cartilage'}
t3140,-0.1609045518,DIAG: {'Burns involving 40-49% of body surface with 0% or unspecified third degree burns'}
h498,-0.1607991797,DIAG: {'Other paralytic strabismus'}
s1340,-0.1606451033,"DIAG: {'Whiplash associated disorder [WAD1] with complaint of neck pain, stiffness or tenderness only'}"
s9698,0.1603893466,DIAG: {'Other and unspecified injury of unspecified muscle and tendon at ankle and foot level'}
1tx52la,-0.1595842614,"INT: {'Drainage, soft tissue of arm NEC using open (incisional) approach'}"
s198,-0.1593938114,DIAG: {'Other specified injuries of neck'}
n518,0.1593615683,DIAG: {'Other disorders of male genital organs in diseases classified elsewhere'}
d103,-0.1591862557,DIAG: {'Benign neoplasm of other and unspecified parts of mouth'}
c5001,-0.159163539,DIAG: {'Malignant neoplasm of left nipple and areola'}
z305,-0.158799236,DIAG: {'Surveillance of (intrauterine) contraceptive device'}
e051,-0.1587919013,DIAG: {'Thyrotoxicosis with toxic single thyroid nodule'}
1yt58laxxb,-0.1585472271,"INT: {'Procurement, skin of arm of split thickness autograft using open approach'}"
1fj87laxxf,-0.1584139145,"INT: {'Excision partial, tongue open approach [e.g. transoral or labiomandibular approach] free flap [e.g. '}"
g453,-0.1576995119,DIAG: {'Amaurosis fugax'}
u99083,-0.1576850556,DIAG: {'Combative sports'}
s1180,-0.1576838594,"DIAG: {'Open wound of other parts of neck, uncomplicated'}"
i888,-0.1575934817,DIAG: {'Other nonspecific lymphadenitis'}
p741,-0.1574628858,DIAG: {'Dehydration of newborn'}
2de70ca,-0.1571671802,"INT: {'Inspection, external auditory meatus using per orifice approach'}"
n9951,-0.1570499148,DIAG: {'Infection of external stoma of urinary tract'}
2yw71ha,-0.1564003743,"INT: {'Biopsy, skin of foot using percutaneous approach (needle, punch)'}"
d170,-0.156347597,"DIAG: {'Benign lipomatous neoplasm of skin and subcutaneous tissue of head, face and neck'}"
o044,-0.156278311,"DIAG: {'Medical abortion, incomplete, without complication'}"
m6281,-0.1560866372,"DIAG: {'Other specified disorders of muscle, shoulder region'}"
q969,-0.1558854904,"DIAG: {""Turner's syndrome, unspecified""}"
k834,-0.1557073461,DIAG: {'Spasm of sphincter of Oddi'}
m6583,-0.1552019552,"DIAG: {'Other synovitis and tenosynovitis, forearm'}"
z38100,-0.1551252242,"DIAG: {'Singleton, born outside hospital, product of both spontaneous (NOS) ovulation and conception'}"
d434,-0.1550081025,DIAG: {'Neoplasm of uncertain or unknown behaviour of spinal cord'}
1vq58laxxf,0.1547270681,"INT: {'Procurement, tibia and fibula of free flap [e.g. fibular flap] using open approach'}"
m8406,-0.1543866887,"DIAG: {'Malunion of fracture, lower leg'}"
f09,-0.1538631429,DIAG: {'Unspecified organic or symptomatic mental disorder'}
i470,-0.1537333852,DIAG: {'Re-entry ventricular arrhythmia'}
1gb87baag,-0.1534926373,"INT: {'Excision partial, supraglottis using endoscopic per orifice approach and laser'}"
n498,-0.1534153368,DIAG: {'Inflammatory disorders of other specified male genital organs'}
s407,-0.1533996208,DIAG: {'Multiple superficial injuries of shoulder and upper arm'}
j028,-0.1533237082,DIAG: {'Acute pharyngitis due to other specified organisms'}
1ke51gqw0,-0.153232296,"INT: {'Occlusion, abdominal arteries NEC percutaneous transluminal approach using synthetic agent [e.g. gel'}"
1sh87la,-0.1530808718,"INT: {'Excision partial, soft tissue of the back using open approach and simple apposition [e.g. suturing] '}"
v144,-0.1530569424,"DIAG: {'Pedal cyclist injured in collision with heavy transport vehicle or bus, driver, traffic accident'}"
t504,-0.1523086612,DIAG: {'Poisoning by drugs affecting uric acid metabolism'}
m2323,-0.1522479717,DIAG: {'Derangement of other and unspecified medial meniscus due to old tear or injury'}
r491,-0.1517516331,DIAG: {'Aphonia'}
g801,-0.1516249683,DIAG: {'Spastic diplegic cerebral palsy'}
1rb87da,-0.1511423031,"INT: {'Excision partial, ovary using endoscopic (laparoscopic) approach'}"
s498,-0.1510798302,DIAG: {'Other specified injuries of shoulder and upper arm'}
a080,-0.150976912,DIAG: {'Rotaviral enteritis'}
k078,-0.1509203085,DIAG: {'Other dentofacial anomalies'}
1zz35hap1,-0.1504373703,"INT: {'Pharmacotherapy, total body nervous system agents using anesthetic agent percutaneous approach [intr'}"
e1442,-0.1504231246,DIAG: {'Unspecified diabetes mellitus with autonomic neuropathy'}
1nt86mb,-0.1504144852,"INT: {'Closure of fistula, anus using open approach for fistula terminating at skin'}"
i711,-0.1503827068,"DIAG: {'Thoracic aortic aneurysm, ruptured'}"
n901,-0.1503411133,DIAG: {'Moderate vulvar dysplasia'}
l401,-0.1501759911,DIAG: {'Generalized pustular psoriasis'}
m8580,-0.1496588091,"DIAG: {'Other specified disorders of bone density and structure, multiple sites'}"
1ae53seja,-0.1493700752,"INT: {'Implantation, thalamus and basal ganglia, of electrodes [e.g. recording, stimulating] using burr hol'}"
1cl87la,0.1491767562,"INT: {'Excision partial, lens using open approach'}"
m051,0.1490990023,DIAG: {'Rheumatoid lung disease'}
p032,-0.1490301501,DIAG: {'Fetus and newborn affected by forceps delivery'}
1nk52la,-0.1488734607,"INT: {'Drainage, small intestine open approach aspiration [suction] technique'}"
1cc80la,-0.1488088302,"INT: {'Repair, cornea using simple closure [suture]'}"
s42430,-0.1487564627,"DIAG: {'Fracture of unspecified condyle of humerus, closed'}"
z8710,-0.1483571956,DIAG: {'Personal history of peptic ulcer disease'}
1kg50labd,-0.1483116371,"INT: {'Dilation, arteries of leg NEC using open approach [e.g. arteriotomy] and balloon dilator'}"
1ge59baag,-0.1482491696,"INT: {'Destruction, larynx NEC using endoscopic per orifice approach and laser'}"
5md54ne,-0.1482471494,"INT: {'Vacuum traction, without episiotomy NOS'}"
d681,-0.1480942589,DIAG: {'Hereditary factor XI deficiency'}
1rs87la,-0.1479561469,"INT: {'Excision partial, vagina using open abdominal approach'}"
s82501,-0.1475458719,"DIAG: {'Fracture of medial malleolus, open'}"
t598,-0.1475186226,"DIAG: {'Toxic effect of other specified gases, fumes and vapours'}"
m4795,-0.1474592562,"DIAG: {'Spondylosis, unspecified, thoracolumbar region'}"
d802,-0.1472954496,DIAG: {'Selective deficiency of immunoglobulin A [IgA]'}
s02101,-0.1472351057,"DIAG: {'Fracture of base of skull, open'}"
q761,-0.1471545097,DIAG: {'Klippel-Feil syndrome'}
p928,-0.1468918064,DIAG: {'Other feeding problems of newborn'}
m4692,-0.1466816435,"DIAG: {'Inflammatory spondylopathy, unspecified, cervical region'}"
m4686,-0.1466214679,"DIAG: {'Other specified inflammatory spondylopathies, lumbar region'}"
v8608,-0.1465924992,DIAG: {'Driver of other all-terrain or other off road motor vehicle injured in traffic accident'}
q380,-0.146591768,"DIAG: {'Congenital malformations of lips, not elsewhere classified'}"
o10003,-0.1465677273,"DIAG: {'Pre-existing essential hypertension complicating pregnancy, childbirth and the puerperium, antepartu'}"
p025,-0.1465356313,DIAG: {'Fetus and newborn affected by other compression of umbilical cord'}
o32001,-0.1464401463,"DIAG: {'Maternal care for unstable lie, delivered, with or without mention of antepartum condition'}"
a280,-0.1462574268,DIAG: {'Pasteurellosis'}
m4195,-0.1462394609,"DIAG: {'Scoliosis, unspecified, thoracolumbar region'}"
s2410,-0.1462074686,DIAG: {'Complete lesion of thoracic spinal cord'}
n906,-0.1461192389,DIAG: {'Hypertrophy of vulva'}
2ym71hb,-0.1460965584,"INT: {'Biopsy, breast using percutaneous approach and core needle aspiration technique'}"
1gd87baag,-0.1455903652,"INT: {'Excision partial, laryngeal cartilage using endoscopic per orifice approach and laser'}"
1eg74lanw,-0.145544103,"INT: {'Fixation, multiple bones of mid face region, without cranium involvement no tissue used [device only'}"
1fj91lanwa,0.1455159746,"INT: {'Excision radical,  tongue with autograft [bone, skin] using plate, screw device (with/without wire/m'}"
t86810,0.1452870001,DIAG: {'Rejection  of pancreas (and duodenum) transplant'}
m1095,-0.1452567739,"DIAG: {'Gout, unspecified, pelvic region and thigh'}"
1ha87la,-0.1449399428,"INT: {'Excision partial, pericardium using open approach'}"
t292,-0.1445875908,"DIAG: {'Burns of multiple regions, no more than second-degree burns mentioned'}"
p240,-0.1444852698,DIAG: {'Neonatal aspiration of meconium'}
o99404,-0.1443932576,"DIAG: {'Diseases of the circulatory system complicating pregnancy, childbirth and the puerperium, postpartum'}"
